ID,dataset,model,noise,noise-args,robust-method,loss-args,eval_loss,eval_accuracy,epochs,batch_size,best-hyperparameters,seed
LNSD-604,breast-cancer,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-1.1402655839920044,0.9385964870452881,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 59, 'hidden_size_1': 67, 'dropout': 0}",777.0
LNSD-602,breast-cancer,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.3301231265068054,0.9385964870452881,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 20, 'dropout': 0}",777.0
LNSD-508,breast-cancer,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.3792669475078583,0.9385964870452881,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 57, 'dropout': 0}",1234.0
LNSD-496,breast-cancer,simple-mlp,uniform,0.15,boot-hard,[],0.23250921070575714,0.9385964870452881,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 45, 'hidden_size_2': 10, 'dropout': 0}",1234.0
LNSD-491,breast-cancer,simple-mlp,uniform,0.1,boot-soft,[],0.21176427602767944,0.9385964870452881,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-490,breast-cancer,simple-mlp,uniform,0.1,none,[],0.21680568158626556,0.9385964870452881,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 114, 'hidden_size_1': 90, 'hidden_size_2': 21, 'dropout': 0}",1234.0
LNSD-481,breast-cancer,simple-mlp,uniform,0.05,none,[],0.19944435358047485,0.9385964870452881,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-301,breast-cancer,simple-mlp,uniform,0.3,boot-soft,[],0.3910630941390991,0.9385964870452881,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 111, 'hidden_size_1': 8, 'hidden_size_2': 8, 'dropout': 0}",147.0
LNSD-290,breast-cancer,simple-mlp,uniform,0.2,none,[],0.3074914813041687,0.9385964870452881,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 77, 'dropout': 0}",147.0
LNSD-288,breast-cancer,simple-mlp,uniform,0.15,boot-hard,[],0.26338058710098267,0.9385964870452881,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 12, 'hidden_size_2': 127, 'dropout': 0}",147.0
LNSD-286,breast-cancer,simple-mlp,uniform,0.15,boot-soft,[],0.29506009817123413,0.9385964870452881,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 76, 'dropout': 0}",147.0
LNSD-1096,diabetes,simple-mlp,uniform,0.2,none,[],0.34079641103744507,0.932692289352417,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 102, 'dropout': 0}",321.0
LNSD-1095,diabetes,simple-mlp,uniform,0.2,boot-hard,[],0.29722535610198975,0.932692289352417,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 33, 'dropout': 0}",321.0
LNSD-1094,diabetes,simple-mlp,uniform,0.15,boot-hard,[],0.23575280606746674,0.932692289352417,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 73, 'dropout': 0}",321.0
LNSD-1088,diabetes,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.2801053822040558,0.932692289352417,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 72, 'dropout': 0}",321.0
LNSD-1083,diabetes,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.27639591693878174,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 47, 'hidden_size_1': 9, 'dropout': 0}",321.0
LNSD-982,diabetes,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.32208552956581116,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 21, 'hidden_size_1': 22, 'dropout': 0}",1746.0
LNSD-977,diabetes,simple-mlp,uniform,0.05,boot-hard,[],0.20397692918777466,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 97, 'hidden_size_1': 32, 'hidden_size_2': 85, 'dropout': 0}",1746.0
LNSD-973,diabetes,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.19980791211128235,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 112, 'hidden_size_1': 83, 'dropout': 0}",1746.0
LNSD-876,diabetes,simple-mlp,uniform,0.1,boot-soft,[],0.2391495555639267,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 49, 'hidden_size_1': 102, 'hidden_size_2': 25, 'dropout': 0}",42.0
LNSD-874,diabetes,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",-0.1592022031545639,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 117, 'hidden_size_1': 35, 'dropout': 0}",42.0
LNSD-871,diabetes,simple-mlp,uniform,0.05,boot-soft,[],0.15464720129966736,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 83, 'hidden_size_1': 108, 'hidden_size_2': 8, 'dropout': 0}",42.0
LNSD-779,diabetes,simple-mlp,uniform,0.2,none,[],0.32835784554481506,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 126, 'hidden_size_1': 49, 'hidden_size_2': 33, 'dropout': 0}",62.0
LNSD-667,diabetes,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.2180631458759308,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 73, 'hidden_size_1': 113, 'hidden_size_2': 14, 'dropout': 0}",777.0
LNSD-666,diabetes,simple-mlp,uniform,0.05,boot-hard,[],0.20273441076278687,0.932692289352417,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 124, 'dropout': 0}",777.0
LNSD-664,diabetes,simple-mlp,uniform,0.1,boot-soft,[],0.2768682837486267,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 74, 'hidden_size_1': 67, 'dropout': 0}",777.0
LNSD-568,diabetes,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.800204336643219,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 24, 'hidden_size_1': 57, 'dropout': 0}",1234.0
LNSD-566,diabetes,simple-mlp,uniform,0.15,boot-soft,[],0.2558884024620056,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-560,diabetes,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.1674899458885193,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 68, 'hidden_size_1': 38, 'hidden_size_2': 78, 'dropout': 0}",1234.0
LNSD-555,diabetes,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.21573513746261597,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 43, 'hidden_size_1': 71, 'hidden_size_2': 28, 'dropout': 0}",1234.0
LNSD-552,diabetes,simple-mlp,uniform,0.05,boot-soft,[],0.18036283552646637,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 67, 'hidden_size_1': 92, 'dropout': 0}",1234.0
LNSD-551,diabetes,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.13154147565364838,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 85, 'hidden_size_1': 31, 'hidden_size_2': 31, 'dropout': 0}",1234.0
LNSD-548,diabetes,simple-mlp,uniform,0.0,boot-hard,[],0.17704202234745026,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 36, 'hidden_size_1': 127, 'dropout': 0}",1234.0
LNSD-470,diabetes,simple-mlp,uniform,0.25,boot-hard,[],0.3445113003253937,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 128, 'hidden_size_1': 51, 'dropout': 0}",1147.0
LNSD-459,diabetes,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.303649365901947,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 123, 'hidden_size_1': 57, 'dropout': 0}",1147.0
LNSD-456,diabetes,simple-mlp,uniform,0.1,boot-soft,[],0.29524073004722595,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 33, 'dropout': 0}",1147.0
LNSD-445,diabetes,simple-mlp,uniform,0.0,boot-soft,[],0.14628249406814575,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 27, 'hidden_size_1': 41, 'hidden_size_2': 119, 'dropout': 0}",1147.0
LNSD-372,diabetes,simple-mlp,uniform,0.3,boot-hard,[],0.3402762711048126,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 11, 'hidden_size_1': 93, 'hidden_size_2': 81, 'dropout': 0}",147.0
LNSD-370,diabetes,simple-mlp,uniform,0.3,none,[],0.4111346900463104,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 12, 'hidden_size_1': 121, 'dropout': 0}",147.0
LNSD-369,diabetes,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-4.266221046447754,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 117, 'hidden_size_1': 48, 'dropout': 0}",147.0
LNSD-363,diabetes,simple-mlp,uniform,0.2,boot-hard,[],0.22467127442359924,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 57, 'hidden_size_1': 91, 'hidden_size_2': 9, 'dropout': 0}",147.0
LNSD-362,diabetes,simple-mlp,uniform,0.25,none,[],0.3573265075683594,0.932692289352417,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 13, 'hidden_size_1': 108, 'hidden_size_2': 51, 'dropout': 0}",147.0
LNSD-351,diabetes,simple-mlp,uniform,0.1,boot-soft,[],0.243892639875412,0.932692289352417,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 77, 'dropout': 0}",147.0
LNSD-348,diabetes,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.2230004221200943,0.932692289352417,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 8, 'dropout': 0}",147.0
LNSD-1040,breast-cancer,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-1.6811208724975586,0.9298245906829834,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 28, 'dropout': 0}",321.0
LNSD-1037,breast-cancer,simple-mlp,uniform,0.3,boot-hard,[],0.3807089924812317,0.9298245906829834,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 78, 'hidden_size_2': 18, 'dropout': 0}",321.0
LNSD-1032,breast-cancer,simple-mlp,uniform,0.25,boot-hard,[],0.3166135251522064,0.9298245906829834,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 27, 'hidden_size_1': 20, 'dropout': 0}",321.0
LNSD-933,breast-cancer,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.46299898624420166,0.9298245906829834,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 19, 'hidden_size_1': 17, 'dropout': 0}",1746.0
LNSD-926,breast-cancer,simple-mlp,uniform,0.25,boot-soft,[],0.336783766746521,0.9298245906829834,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 40, 'hidden_size_1': 13, 'hidden_size_2': 48, 'dropout': 0}",1746.0
LNSD-918,breast-cancer,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.3475804030895233,0.9298245906829834,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 19, 'hidden_size_1': 17, 'dropout': 0}",1746.0
LNSD-825,breast-cancer,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.4217168688774109,0.9298245906829834,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 20, 'dropout': 0}",42.0
LNSD-812,breast-cancer,simple-mlp,uniform,0.15,boot-hard,[],0.2833297550678253,0.9298245906829834,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 18, 'dropout': 0}",42.0
LNSD-718,breast-cancer,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.3930812180042267,0.9298245906829834,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 54, 'hidden_size_1': 31, 'dropout': 0}",62.0
LNSD-616,breast-cancer,simple-mlp,uniform,0.3,boot-soft,[],0.38459718227386475,0.9298245906829834,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 28, 'hidden_size_2': 80, 'dropout': 0}",777.0
LNSD-606,breast-cancer,simple-mlp,uniform,0.2,none,[],0.31620267033576965,0.9298245906829834,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 37, 'dropout': 0}",777.0
LNSD-600,breast-cancer,simple-mlp,uniform,0.15,none,[],0.2462066411972046,0.9298245906829834,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 73, 'hidden_size_1': 113, 'hidden_size_2': 14, 'dropout': 0}",777.0
LNSD-590,breast-cancer,simple-mlp,uniform,0.05,none,[],0.20005182921886444,0.9298245906829834,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 34, 'hidden_size_1': 72, 'dropout': 0}",777.0
LNSD-511,breast-cancer,simple-mlp,uniform,0.3,boot-soft,[],0.5051717758178711,0.9298245906829834,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 11, 'hidden_size_1': 9, 'hidden_size_2': 8, 'dropout': 0}",1234.0
LNSD-507,breast-cancer,simple-mlp,uniform,0.25,boot-hard,[],0.30421656370162964,0.9298245906829834,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 35, 'dropout': 0}",1234.0
LNSD-494,breast-cancer,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.3439995348453522,0.9298245906829834,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 57, 'dropout': 0}",1234.0
LNSD-408,breast-cancer,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.45960065722465515,0.9298245906829834,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 20, 'hidden_size_2': 37, 'dropout': 0}",1147.0
LNSD-296,breast-cancer,simple-mlp,uniform,0.25,boot-soft,[],0.3753010630607605,0.9298245906829834,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 13, 'hidden_size_1': 108, 'hidden_size_2': 51, 'dropout': 0}",147.0
LNSD-291,breast-cancer,simple-mlp,uniform,0.2,boot-hard,[],0.29298684000968933,0.9298245906829834,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 25, 'hidden_size_1': 42, 'hidden_size_2': 19, 'dropout': 0}",147.0
LNSD-281,breast-cancer,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",-0.0631595253944397,0.9298245906829834,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 30, 'hidden_size_2': 38, 'dropout': 0}",147.0
LNSD-1093,diabetes,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.555206298828125,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 32, 'hidden_size_1': 15, 'hidden_size_2': 15, 'dropout': 0}",321.0
LNSD-1089,diabetes,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.5402823686599731,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 122, 'hidden_size_1': 13, 'dropout': 0}",321.0
LNSD-1087,diabetes,simple-mlp,uniform,0.1,boot-hard,[],0.2535645067691803,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 29, 'hidden_size_1': 23, 'dropout': 0}",321.0
LNSD-989,diabetes,simple-mlp,uniform,0.15,boot-hard,[],0.21002522110939026,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 112, 'hidden_size_1': 83, 'dropout': 0}",1746.0
LNSD-986,diabetes,simple-mlp,uniform,0.2,none,[],0.3761445879936218,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 50, 'hidden_size_1': 57, 'hidden_size_2': 20, 'dropout': 0}",1746.0
LNSD-985,diabetes,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.10908745974302292,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 54, 'hidden_size_1': 59, 'hidden_size_2': 15, 'dropout': 0}",1746.0
LNSD-984,diabetes,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.34445565938949585,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 112, 'hidden_size_1': 83, 'dropout': 0}",1746.0
LNSD-983,diabetes,simple-mlp,uniform,0.1,boot-hard,[],0.20183883607387543,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 113, 'hidden_size_1': 19, 'hidden_size_2': 24, 'dropout': 0}",1746.0
LNSD-979,diabetes,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.2296568751335144,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 78, 'hidden_size_1': 76, 'hidden_size_2': 8, 'dropout': 0}",1746.0
LNSD-976,diabetes,simple-mlp,uniform,0.05,boot-soft,[],0.23269888758659363,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 112, 'hidden_size_1': 83, 'dropout': 0}",1746.0
LNSD-975,diabetes,simple-mlp,uniform,0.05,none,[],0.22837278246879578,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 120, 'hidden_size_1': 90, 'dropout': 0}",1746.0
LNSD-971,diabetes,simple-mlp,uniform,0.0,none,[],0.21276822686195374,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 106, 'hidden_size_1': 103, 'dropout': 0}",1746.0
LNSD-970,diabetes,simple-mlp,uniform,0.0,boot-soft,[],0.1783992350101471,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 128, 'hidden_size_1': 128, 'hidden_size_2': 16, 'dropout': 0}",1746.0
LNSD-869,diabetes,simple-mlp,uniform,0.05,none,[],0.19750475883483887,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 107, 'hidden_size_1': 9, 'hidden_size_2': 105, 'dropout': 0}",42.0
LNSD-775,diabetes,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.28581586480140686,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 75, 'hidden_size_1': 43, 'hidden_size_2': 48, 'dropout': 0}",62.0
LNSD-761,diabetes,simple-mlp,uniform,0.0,boot-soft,[],0.24784980714321136,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 127, 'hidden_size_1': 61, 'hidden_size_2': 58, 'dropout': 0}",62.0
LNSD-670,diabetes,simple-mlp,uniform,0.15,boot-soft,[],0.29667967557907104,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 120, 'hidden_size_1': 19, 'dropout': 0}",777.0
LNSD-668,diabetes,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",-0.03494284301996231,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 73, 'hidden_size_1': 113, 'hidden_size_2': 14, 'dropout': 0}",777.0
LNSD-659,diabetes,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.17273381352424622,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 52, 'hidden_size_1': 36, 'hidden_size_2': 16, 'dropout': 0}",777.0
LNSD-571,diabetes,simple-mlp,uniform,0.2,boot-hard,[],0.3105541467666626,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 40, 'hidden_size_1': 125, 'dropout': 0}",1234.0
LNSD-564,diabetes,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.256480872631073,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 67, 'hidden_size_1': 92, 'dropout': 0}",1234.0
LNSD-563,diabetes,simple-mlp,uniform,0.1,boot-hard,[],0.2739753723144531,0.9230769276618958,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 42, 'dropout': 0}",1234.0
LNSD-561,diabetes,simple-mlp,uniform,0.1,boot-soft,[],0.2184491753578186,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 117, 'hidden_size_1': 36, 'hidden_size_2': 121, 'dropout': 0}",1234.0
LNSD-558,diabetes,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",-0.03836807236075401,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 73, 'hidden_size_1': 94, 'hidden_size_2': 25, 'dropout': 0}",1234.0
LNSD-556,diabetes,simple-mlp,uniform,0.0,none,[],0.1540863811969757,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 48, 'hidden_size_1': 17, 'hidden_size_2': 47, 'dropout': 0}",1234.0
LNSD-549,diabetes,simple-mlp,uniform,0.0,boot-soft,[],0.13872602581977844,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 73, 'hidden_size_1': 47, 'hidden_size_2': 84, 'dropout': 0}",1234.0
LNSD-474,diabetes,simple-mlp,uniform,0.2,boot-hard,[],0.27211543917655945,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 54, 'hidden_size_1': 76, 'dropout': 0}",1147.0
LNSD-466,diabetes,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.4605579972267151,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 33, 'dropout': 0}",1147.0
LNSD-454,diabetes,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.10986374318599701,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 42, 'hidden_size_1': 20, 'dropout': 0}",1147.0
LNSD-448,diabetes,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.2190748155117035,0.9230769276618958,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 29, 'hidden_size_1': 19, 'dropout': 0}",1147.0
LNSD-364,diabetes,simple-mlp,uniform,0.25,boot-soft,[],0.3422203063964844,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 25, 'hidden_size_1': 22, 'hidden_size_2': 41, 'dropout': 0}",147.0
LNSD-356,diabetes,simple-mlp,uniform,0.15,boot-soft,[],0.3087897002696991,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 30, 'hidden_size_2': 38, 'dropout': 0}",147.0
LNSD-353,diabetes,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.25575512647628784,0.9230769276618958,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 38, 'hidden_size_1': 24, 'hidden_size_2': 121, 'dropout': 0}",147.0
LNSD-1035,breast-cancer,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-2.208662509918213,0.9210526347160339,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 73, 'dropout': 0}",321.0
LNSD-1029,breast-cancer,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-1.9607553482055664,0.9210526347160339,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 97, 'dropout': 0}",321.0
LNSD-1026,breast-cancer,simple-mlp,uniform,0.2,boot-soft,[],0.35638245940208435,0.9210526347160339,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 35, 'hidden_size_1': 30, 'hidden_size_2': 42, 'dropout': 0}",321.0
LNSD-1025,breast-cancer,simple-mlp,uniform,0.2,none,[],0.3619078993797302,0.9210526347160339,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 43, 'hidden_size_1': 11, 'hidden_size_2': 16, 'dropout': 0}",321.0
LNSD-1008,breast-cancer,simple-mlp,uniform,0.05,none,[],0.2083171010017395,0.9210526347160339,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 33, 'dropout': 0}",321.0
LNSD-929,breast-cancer,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-1.8086141347885132,0.9210526347160339,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 8, 'dropout': 0}",1746.0
LNSD-927,breast-cancer,simple-mlp,uniform,0.25,boot-hard,[],0.30624139308929443,0.9210526347160339,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 117, 'hidden_size_1': 49, 'dropout': 0}",1746.0
LNSD-925,breast-cancer,simple-mlp,uniform,0.25,none,[],0.3172468841075897,0.9210526347160339,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 28, 'hidden_size_1': 74, 'dropout': 0}",1746.0
LNSD-920,breast-cancer,simple-mlp,uniform,0.2,boot-hard,[],0.2622484564781189,0.9210526347160339,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 26, 'hidden_size_1': 19, 'hidden_size_2': 113, 'dropout': 0}",1746.0
LNSD-817,breast-cancer,simple-mlp,uniform,0.2,boot-hard,[],0.31274518370628357,0.9210526347160339,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 49, 'dropout': 0}",42.0
LNSD-815,breast-cancer,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.34695446491241455,0.9210526347160339,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 82, 'hidden_size_2': 40, 'dropout': 0}",42.0
LNSD-711,breast-cancer,simple-mlp,uniform,0.2,boot-soft,[],0.34365737438201904,0.9210526347160339,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 12, 'hidden_size_1': 47, 'hidden_size_2': 14, 'dropout': 0}",62.0
LNSD-619,breast-cancer,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-3.093639373779297,0.9210526347160339,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 77, 'hidden_size_1': 71, 'dropout': 0}",777.0
LNSD-605,breast-cancer,simple-mlp,uniform,0.2,boot-soft,[],0.31469547748565674,0.9210526347160339,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 18, 'hidden_size_1': 39, 'dropout': 0}",777.0
LNSD-509,breast-cancer,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-0.7064706087112427,0.9210526347160339,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 16, 'hidden_size_1': 16, 'dropout': 0}",1234.0
