ID,dataset,model,noise,noise-args,robust-method,loss-args,eval_loss,eval_accuracy,epochs,batch_size,best-hyperparameters,seed
LNSD-622,german,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.50286465883255,0.7400000095367432,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 26, 'hidden_size_1': 19, 'dropout': 0}",777.0
LNSD-621,german,simple-mlp,uniform,0.0,boot-soft,[],0.5196789503097534,0.7400000095367432,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 23, 'hidden_size_1': 20, 'hidden_size_2': 23, 'dropout': 0}",777.0
LNSD-527,german,simple-mlp,uniform,0.1,boot-hard,[],0.48660755157470703,0.7400000095367432,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 26, 'dropout': 0}",1234.0
LNSD-439,german,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-0.10135408490896225,0.7400000095367432,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 33, 'dropout': 0}",1147.0
LNSD-435,german,simple-mlp,uniform,0.25,none,[],0.5287178158760071,0.7400000095367432,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 29, 'hidden_size_1': 106, 'dropout': 0}",1147.0
LNSD-434,german,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.5634352564811707,0.7400000095367432,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 66, 'hidden_size_1': 52, 'dropout': 0}",1147.0
LNSD-425,german,simple-mlp,uniform,0.15,none,[],0.5237720012664795,0.7400000095367432,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 38, 'hidden_size_1': 111, 'dropout': 0}",1147.0
LNSD-329,german,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.19989685714244843,0.7400000095367432,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 29, 'hidden_size_1': 28, 'hidden_size_2': 14, 'dropout': 0}",147.0
LNSD-325,german,simple-mlp,uniform,0.2,none,[],0.5892514586448669,0.7400000095367432,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 13, 'dropout': 0}",147.0
LNSD-317,german,simple-mlp,uniform,0.1,boot-hard,[],0.5335054993629456,0.7400000095367432,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 61, 'hidden_size_1': 127, 'hidden_size_2': 125, 'dropout': 0}",147.0
LNSD-1053,german,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.5778368711471558,0.7350000143051147,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 124, 'hidden_size_1': 126, 'hidden_size_2': 32, 'dropout': 0}",321.0
LNSD-1050,german,simple-mlp,uniform,0.1,none,[],0.5660730600357056,0.7350000143051147,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 72, 'dropout': 0}",321.0
LNSD-1042,german,simple-mlp,uniform,0.0,boot-soft,[],0.5847504734992981,0.7350000143051147,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 35, 'hidden_size_1': 30, 'hidden_size_2': 42, 'dropout': 0}",321.0
LNSD-968,german,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.6246222257614136,0.7350000143051147,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 58, 'hidden_size_1': 12, 'dropout': 0}",1746.0
LNSD-853,german,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.5546135902404785,0.7350000143051147,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 93, 'hidden_size_1': 49, 'dropout': 0}",42.0
LNSD-835,german,simple-mlp,uniform,0.05,none,[],0.4915561378002167,0.7350000143051147,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 37, 'dropout': 0}",42.0
LNSD-644,german,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.1665479987859726,0.7350000143051147,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 110, 'dropout': 0}",777.0
LNSD-638,german,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.5464909672737122,0.7350000143051147,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 21, 'hidden_size_1': 30, 'dropout': 0}",777.0
LNSD-522,german,simple-mlp,uniform,0.05,boot-hard,[],0.47588616609573364,0.7350000143051147,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 26, 'hidden_size_1': 29, 'dropout': 0}",1234.0
LNSD-426,german,simple-mlp,uniform,0.15,boot-soft,[],0.5235781669616699,0.7350000143051147,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 48, 'hidden_size_1': 62, 'dropout': 0}",1147.0
LNSD-322,german,simple-mlp,uniform,0.15,boot-hard,[],0.4954501986503601,0.7350000143051147,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 15, 'dropout': 0}",147.0
LNSD-1048,german,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.5659370422363281,0.7300000190734863,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 128, 'dropout': 0}",321.0
LNSD-941,german,simple-mlp,uniform,0.05,boot-soft,[],0.525199830532074,0.7300000190734863,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 45, 'dropout': 0}",1746.0
LNSD-836,german,simple-mlp,uniform,0.05,boot-soft,[],0.5243683457374573,0.7300000190734863,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 8, 'hidden_size_1': 126, 'dropout': 0}",42.0
LNSD-757,german,simple-mlp,uniform,0.3,boot-hard,[],0.5155671238899231,0.7300000190734863,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 47, 'hidden_size_1': 8, 'dropout': 0}",62.0
LNSD-748,german,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.568060040473938,0.7300000190734863,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 33, 'hidden_size_1': 36, 'dropout': 0}",62.0
LNSD-520,german,simple-mlp,uniform,0.05,none,[],0.5313679575920105,0.7300000190734863,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 21, 'dropout': 0}",1234.0
LNSD-516,german,simple-mlp,uniform,0.0,boot-soft,[],0.5652804374694824,0.7300000190734863,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 116, 'hidden_size_1': 122, 'hidden_size_2': 9, 'dropout': 0}",1234.0
LNSD-1051,german,simple-mlp,uniform,0.1,boot-soft,[],0.5680692791938782,0.7250000238418579,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 70, 'hidden_size_1': 12, 'dropout': 0}",321.0
LNSD-1044,german,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.6490797400474548,0.7250000238418579,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 121, 'hidden_size_1': 14, 'dropout': 0}",321.0
LNSD-944,german,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.4933291971683502,0.7250000238418579,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 19, 'hidden_size_1': 17, 'dropout': 0}",1746.0
LNSD-938,german,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.5271611213684082,0.7250000238418579,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 25, 'hidden_size_1': 117, 'dropout': 0}",1746.0
LNSD-846,german,simple-mlp,uniform,0.15,boot-soft,[],0.5699992179870605,0.7250000238418579,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 12, 'dropout': 0}",42.0
LNSD-841,german,simple-mlp,uniform,0.1,boot-soft,[],0.5541110038757324,0.7250000238418579,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 10, 'hidden_size_1': 35, 'dropout': 0}",42.0
LNSD-732,german,simple-mlp,uniform,0.05,boot-hard,[],0.4383070766925812,0.7250000238418579,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 60, 'hidden_size_1': 122, 'dropout': 0}",62.0
LNSD-627,german,simple-mlp,uniform,0.05,boot-hard,[],0.4524117708206177,0.7250000238418579,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 35, 'dropout': 0}",777.0
LNSD-626,german,simple-mlp,uniform,0.05,boot-soft,[],0.5169997215270996,0.7250000238418579,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 35, 'hidden_size_1': 39, 'dropout': 0}",777.0
LNSD-331,german,simple-mlp,uniform,0.25,boot-soft,[],0.5934512615203857,0.7250000238418579,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 17, 'hidden_size_1': 39, 'hidden_size_2': 8, 'dropout': 0}",147.0
LNSD-1056,german,simple-mlp,uniform,0.15,boot-soft,[],0.5742955207824707,0.7200000286102295,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 17, 'dropout': 0}",321.0
LNSD-1046,german,simple-mlp,uniform,0.05,none,[],0.5822445154190063,0.7200000286102295,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 48, 'dropout': 0}",321.0
LNSD-967,german,simple-mlp,uniform,0.3,boot-hard,[],0.5556870102882385,0.7200000286102295,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 10, 'hidden_size_1': 81, 'dropout': 0}",1746.0
LNSD-952,german,simple-mlp,uniform,0.15,boot-hard,[],0.50408935546875,0.7200000286102295,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 65, 'hidden_size_1': 61, 'dropout': 0}",1746.0
LNSD-951,german,simple-mlp,uniform,0.15,boot-soft,[],0.5515947341918945,0.7200000286102295,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 14, 'dropout': 0}",1746.0
LNSD-855,german,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.29815158247947693,0.7200000286102295,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 9, 'hidden_size_1': 120, 'dropout': 0}",42.0
LNSD-847,german,simple-mlp,uniform,0.15,boot-hard,[],0.5172174572944641,0.7200000286102295,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 11, 'hidden_size_1': 9, 'dropout': 0}",42.0
LNSD-759,german,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.2958519458770752,0.7200000286102295,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 40, 'hidden_size_1': 49, 'dropout': 0}",62.0
LNSD-639,german,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.3550512194633484,0.7200000286102295,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 38, 'dropout': 0}",777.0
LNSD-534,german,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.40214863419532776,0.7200000286102295,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 21, 'dropout': 0}",1234.0
LNSD-519,german,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.5759924650192261,0.7200000286102295,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 87, 'hidden_size_1': 80, 'dropout': 0}",1234.0
LNSD-443,german,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.623164713382721,0.7200000286102295,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 10, 'dropout': 0}",1147.0
LNSD-442,german,simple-mlp,uniform,0.3,boot-hard,[],0.5344773530960083,0.7200000286102295,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 87, 'dropout': 0}",1147.0
LNSD-418,german,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.5192679762840271,0.7200000286102295,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 51, 'hidden_size_1': 12, 'hidden_size_2': 110, 'dropout': 0}",1147.0
LNSD-336,german,simple-mlp,uniform,0.3,boot-soft,[],0.5929626226425171,0.7200000286102295,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 9, 'hidden_size_1': 38, 'dropout': 0}",147.0
LNSD-653,german,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.6039010882377625,0.7149999737739563,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 128, 'dropout': 0}",777.0
LNSD-624,german,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.5157088041305542,0.7149999737739563,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 17, 'dropout': 0}",777.0
LNSD-533,german,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.5628790259361267,0.7149999737739563,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 43, 'hidden_size_2': 67, 'dropout': 0}",1234.0
LNSD-515,german,simple-mlp,uniform,0.0,none,[],0.661916971206665,0.7149999737739563,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 114, 'hidden_size_1': 90, 'hidden_size_2': 21, 'dropout': 0}",1234.0
LNSD-440,german,simple-mlp,uniform,0.3,none,[],0.581874668598175,0.7149999737739563,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 82, 'dropout': 0}",1147.0
LNSD-330,german,simple-mlp,uniform,0.25,none,[],0.6108330488204956,0.7149999737739563,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 13, 'dropout': 0}",147.0
LNSD-577,diabetes,simple-mlp,uniform,0.3,none,[],0.6299201250076294,0.7115384340286255,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 18, 'hidden_size_1': 10, 'hidden_size_2': 44, 'dropout': 0}",1234.0
LNSD-1058,german,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.58085036277771,0.7099999785423279,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 75, 'hidden_size_1': 8, 'dropout': 0}",321.0
LNSD-1054,german,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.491598904132843,0.7099999785423279,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 96, 'hidden_size_1': 25, 'dropout': 0}",321.0
LNSD-958,german,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.5890063643455505,0.7099999785423279,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 17, 'hidden_size_1': 106, 'dropout': 0}",1746.0
LNSD-943,german,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.525780975818634,0.7099999785423279,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 16, 'hidden_size_1': 15, 'dropout': 0}",1746.0
LNSD-860,german,simple-mlp,uniform,0.3,none,[],0.6106563806533813,0.7099999785423279,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 19, 'hidden_size_2': 46, 'dropout': 0}",42.0
LNSD-754,german,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.04868060722947121,0.7099999785423279,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 16, 'hidden_size_1': 97, 'dropout': 0}",62.0
LNSD-633,german,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.5430716872215271,0.7099999785423279,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 11, 'hidden_size_1': 50, 'dropout': 0}",777.0
LNSD-632,german,simple-mlp,uniform,0.1,boot-hard,[],0.46851786971092224,0.7099999785423279,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 23, 'hidden_size_1': 20, 'hidden_size_2': 23, 'dropout': 0}",777.0
LNSD-431,german,simple-mlp,uniform,0.2,boot-soft,[],0.5604742765426636,0.7099999785423279,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 62, 'hidden_size_1': 126, 'dropout': 0}",1147.0
LNSD-339,german,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-1.723227858543396,0.7099999785423279,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 100, 'hidden_size_1': 110, 'hidden_size_2': 35, 'dropout': 0}",147.0
LNSD-1061,german,simple-mlp,uniform,0.2,boot-soft,[],0.6075223684310913,0.7049999833106995,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 91, 'hidden_size_1': 64, 'dropout': 0}",321.0
LNSD-1059,german,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.44540107250213623,0.7049999833106995,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 45, 'dropout': 0}",321.0
LNSD-1049,german,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.5318323373794556,0.7049999833106995,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 48, 'dropout': 0}",321.0
LNSD-959,german,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.33567169308662415,0.7049999833106995,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 15, 'hidden_size_1': 36, 'dropout': 0}",1746.0
LNSD-758,german,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.6055856943130493,0.7049999833106995,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 121, 'hidden_size_1': 66, 'hidden_size_2': 56, 'dropout': 0}",62.0
LNSD-755,german,simple-mlp,uniform,0.3,none,[],0.567556619644165,0.7049999833106995,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 81, 'hidden_size_1': 12, 'hidden_size_2': 15, 'dropout': 0}",62.0
LNSD-646,german,simple-mlp,uniform,0.25,boot-soft,[],0.56060391664505,0.7049999833106995,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 27, 'hidden_size_1': 30, 'dropout': 0}",777.0
LNSD-538,german,simple-mlp,uniform,0.2,boot-hard,[],0.5319390296936035,0.7049999833106995,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 96, 'hidden_size_1': 13, 'dropout': 0}",1234.0
LNSD-535,german,simple-mlp,uniform,0.2,none,[],0.5732570886611938,0.7049999833106995,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 21, 'dropout': 0}",1234.0
LNSD-530,german,simple-mlp,uniform,0.15,none,[],0.5615928769111633,0.7049999833106995,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 64, 'hidden_size_1': 74, 'dropout': 0}",1234.0
LNSD-529,german,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.4190041720867157,0.7049999833106995,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 128, 'dropout': 0}",1234.0
LNSD-321,german,simple-mlp,uniform,0.15,boot-soft,[],0.5520429015159607,0.7049999833106995,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 9, 'dropout': 0}",147.0
LNSD-1052,german,simple-mlp,uniform,0.1,boot-hard,[],0.5365191698074341,0.699999988079071,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 58, 'dropout': 0}",321.0
LNSD-1041,german,simple-mlp,uniform,0.0,boot-hard,[],0.5454145073890686,0.699999988079071,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 30, 'hidden_size_1': 8, 'dropout': 0}",321.0
LNSD-963,german,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.6057428121566772,0.699999988079071,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 40, 'dropout': 0}",1746.0
LNSD-950,german,simple-mlp,uniform,0.15,none,[],0.5629073977470398,0.699999988079071,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 10, 'hidden_size_1': 60, 'dropout': 0}",1746.0
LNSD-864,german,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.3364240229129791,0.699999988079071,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 35, 'hidden_size_1': 109, 'hidden_size_2': 12, 'dropout': 0}",42.0
LNSD-854,german,simple-mlp,uniform,0.25,none,[],0.6215924620628357,0.699999988079071,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 17, 'dropout': 0}",42.0
LNSD-850,german,simple-mlp,uniform,0.2,none,[],0.5729825496673584,0.699999988079071,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 67, 'dropout': 0}",42.0
LNSD-750,german,simple-mlp,uniform,0.25,boot-soft,[],0.5625979900360107,0.699999988079071,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 14, 'hidden_size_1': 21, 'hidden_size_2': 21, 'dropout': 0}",62.0
LNSD-654,german,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-1.3678644895553589,0.699999988079071,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 117, 'hidden_size_1': 113, 'dropout': 0}",777.0
LNSD-531,german,simple-mlp,uniform,0.15,boot-soft,[],0.5724999904632568,0.699999988079071,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 18, 'hidden_size_1': 52, 'hidden_size_2': 83, 'dropout': 0}",1234.0
LNSD-525,german,simple-mlp,uniform,0.1,none,[],0.5544299483299255,0.699999988079071,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 15, 'hidden_size_1': 40, 'dropout': 0}",1234.0
LNSD-444,german,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.24307368695735931,0.699999988079071,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 10, 'dropout': 0}",1147.0
LNSD-432,german,simple-mlp,uniform,0.2,boot-hard,[],0.5060579776763916,0.699999988079071,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 94, 'hidden_size_1': 54, 'dropout': 0}",1147.0
LNSD-421,german,simple-mlp,uniform,0.1,boot-soft,[],0.5416455268859863,0.699999988079071,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 20, 'hidden_size_2': 37, 'dropout': 0}",1147.0
LNSD-337,german,simple-mlp,uniform,0.3,boot-hard,[],0.5364680290222168,0.699999988079071,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 121, 'hidden_size_1': 124, 'hidden_size_2': 8, 'dropout': 0}",147.0
LNSD-1072,german,simple-mlp,uniform,0.3,boot-hard,[],0.5577793121337891,0.6949999928474426,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 29, 'hidden_size_1': 23, 'dropout': 0}",321.0
LNSD-1069,german,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.30879536271095276,0.6949999928474426,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 41, 'hidden_size_1': 29, 'dropout': 0}",321.0
LNSD-1064,german,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.2749330401420593,0.6949999928474426,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 27, 'hidden_size_1': 18, 'hidden_size_2': 11, 'dropout': 0}",321.0
LNSD-1057,german,simple-mlp,uniform,0.15,boot-hard,[],0.5622894763946533,0.6949999928474426,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 51, 'hidden_size_1': 22, 'dropout': 0}",321.0
LNSD-1055,german,simple-mlp,uniform,0.15,none,[],0.5981914401054382,0.6949999928474426,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 126, 'dropout': 0}",321.0
LNSD-962,german,simple-mlp,uniform,0.25,boot-hard,[],0.5507243871688843,0.6949999928474426,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 51, 'hidden_size_1': 127, 'dropout': 0}",1746.0
LNSD-957,german,simple-mlp,uniform,0.2,boot-hard,[],0.5274466276168823,0.6949999928474426,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 36, 'dropout': 0}",1746.0
LNSD-641,german,simple-mlp,uniform,0.2,boot-soft,[],0.5803653001785278,0.6949999928474426,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 14, 'hidden_size_1': 9, 'hidden_size_2': 9, 'dropout': 0}",777.0
LNSD-536,german,simple-mlp,uniform,0.2,boot-soft,[],0.587664008140564,0.6949999928474426,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 41, 'hidden_size_1': 45, 'dropout': 0}",1234.0
LNSD-528,german,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.5569282174110413,0.6949999928474426,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 81, 'dropout': 0}",1234.0
LNSD-526,german,simple-mlp,uniform,0.1,boot-soft,[],0.5694513916969299,0.6949999928474426,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 8, 'hidden_size_1': 11, 'dropout': 0}",1234.0
LNSD-521,german,simple-mlp,uniform,0.05,boot-soft,[],0.5302654504776001,0.6949999928474426,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 15, 'hidden_size_1': 70, 'dropout': 0}",1234.0
LNSD-581,diabetes,simple-mlp,uniform,0.3,boot-hard,[],0.5049384832382202,0.692307710647583,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 22, 'hidden_size_2': 70, 'dropout': 0}",1234.0
LNSD-1068,german,simple-mlp,uniform,0.25,boot-hard,[],0.557319164276123,0.6899999976158142,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 12, 'hidden_size_1': 25, 'dropout': 0}",321.0
LNSD-1043,german,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.581565260887146,0.6899999976158142,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 10, 'hidden_size_1': 18, 'dropout': 0}",321.0
LNSD-861,german,simple-mlp,uniform,0.3,boot-soft,[],0.5788196921348572,0.6899999976158142,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 16, 'hidden_size_1': 36, 'hidden_size_2': 12, 'dropout': 0}",42.0
LNSD-840,german,simple-mlp,uniform,0.1,none,[],0.5726413130760193,0.6899999976158142,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 13, 'hidden_size_1': 15, 'dropout': 0}",42.0
LNSD-642,german,simple-mlp,uniform,0.2,boot-hard,[],0.5005995035171509,0.6899999976158142,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 43, 'dropout': 0}",777.0
LNSD-635,german,simple-mlp,uniform,0.15,none,[],0.56004399061203,0.6899999976158142,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 22, 'dropout': 0}",777.0
LNSD-546,german,simple-mlp,uniform,0.3,boot-soft,[],0.6132113933563232,0.6899999976158142,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 29, 'dropout': 0}",1234.0
LNSD-335,german,simple-mlp,uniform,0.3,none,[],0.6426329612731934,0.6899999976158142,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 10, 'dropout': 0}",147.0
LNSD-1045,german,simple-mlp,uniform,0.05,boot-soft,[],0.5749019384384155,0.6850000023841858,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 35, 'dropout': 0}",321.0
LNSD-852,german,simple-mlp,uniform,0.2,boot-hard,[],0.5494022965431213,0.6850000023841858,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 14, 'dropout': 0}",42.0
LNSD-851,german,simple-mlp,uniform,0.2,boot-soft,[],0.5777519941329956,0.6850000023841858,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 16, 'hidden_size_1': 23, 'dropout': 0}",42.0
